,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
780,781,75.8,west coast,evening,0.91,0.94,6,9,night owl,table tennis,4,junior
780,781,56.25,west coast,evening,0.8300000000000001,0.68,7,8,night owl,table tennis,4,junior
780,781,35.25,west coast,noon,0.86,0.18,5,8,night owl,table tennis,4,junior
780,781,36.43,west coast,evening,0.91,0.16,4,7,night owl,table tennis,4,junior
780,781,38.26,west coast,noon,0.7000000000000001,0.38,4,7,night owl,table tennis,4,junior
780,781,36.1,west coast,evening,0.67,0.4,3,7,night owl,table tennis,4,junior
780,781,30.41,west coast,noon,0.56,0.17,3,8,night owl,table tennis,4,junior
780,781,23.83,west coast,noon,0.03,0.1,2,9,night owl,table tennis,4,junior
780,781,13.46,west coast,morning,0.15,0.26,2,9,night owl,table tennis,4,junior
780,781,2.59,west coast,noon,0.35,0.26,1,7,night owl,table tennis,4,junior
