,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
10,11,71.13,east coast,evening,0.59,0.89,9,11,night owl,martial arts,2,senior
10,11,31.65,east coast,noon,0.15,0.78,9,12,night owl,martial arts,2,senior
10,11,46.89,east coast,noon,0.1,0.77,9,12,night owl,martial arts,2,senior
10,11,29.32,east coast,noon,0.17,0.51,8,11,night owl,martial arts,2,senior
10,11,34.57,east coast,evening,0.0,0.52,9,12,night owl,martial arts,2,senior
10,11,22.65,west coast,noon,0.0,0.87,9,12,night owl,martial arts,2,senior
10,11,45.4,west coast,evening,0.0,0.6900000000000001,8,12,night owl,martial arts,2,senior
10,11,40.9,west coast,evening,0.0,0.26,7,10,night owl,martial arts,2,senior
10,11,27.0,west coast,morning,0.0,0.56,5,10,night owl,martial arts,2,senior
10,11,24.22,west coast,noon,0.0,0.85,6,9,night owl,martial arts,2,senior
