,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
720,721,35.93,west coast,noon,0.71,0.15,8,10,night owl,curling,7,frosh
720,721,42.74,west coast,noon,0.85,0.22,8,11,night owl,curling,7,frosh
720,721,30.69,west coast,noon,1.0,0.0,8,12,night owl,curling,7,frosh
720,721,44.4,west coast,evening,0.95,0.0,8,12,night owl,curling,7,frosh
720,721,24.96,west coast,noon,1.0,0.07,8,12,night owl,curling,7,frosh
720,721,18.37,west coast,noon,1.0,0.11,7,12,night owl,curling,7,frosh
720,721,12.45,west coast,noon,0.95,0.0,7,12,night owl,curling,7,frosh
720,721,19.2,west coast,morning,0.88,0.0,7,12,night owl,curling,7,frosh
720,721,34.6,west coast,morning,0.68,0.16,7,12,night owl,curling,7,frosh
720,721,20.32,west coast,noon,0.4,0.45,6,12,night owl,curling,7,frosh
