,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
431,432,69.60000000000001,west coast,evening,0.8,1.0,1,9,night owl,frisbee,5,senior
431,432,57.97,west coast,evening,0.58,0.93,1,8,night owl,frisbee,5,senior
431,432,45.72,west coast,morning,0.6,0.87,0,7,night owl,frisbee,5,senior
431,432,42.8,west coast,noon,0.55,0.88,1,7,night owl,frisbee,5,senior
431,432,40.77,west coast,noon,0.24,0.94,1,6,night owl,frisbee,5,senior
431,432,19.63,west coast,noon,0.0,0.89,0,7,night owl,frisbee,5,senior
431,432,40.32,west coast,noon,0.02,0.42,1,9,night owl,frisbee,5,senior
431,432,25.05,west coast,evening,0.26,0.35,2,9,night owl,frisbee,5,senior
431,432,15.18,west coast,noon,0.0,0.0,3,7,night owl,frisbee,5,senior
431,432,22.16,west coast,noon,0.01,0.0,4,7,night owl,frisbee,5,senior
