,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
975,976,77.57000000000001,west coast,evening,0.98,0.96,9,12,night owl,football,5,senior
975,976,57.53,west coast,noon,0.73,0.92,10,11,night owl,football,5,senior
975,976,52.0,west coast,noon,0.63,0.92,10,12,night owl,football,5,senior
975,976,22.48,west coast,noon,0.0,0.95,9,12,night owl,football,5,senior
975,976,42.8,west coast,noon,0.0,1.0,8,11,night owl,football,5,senior
975,976,39.18,west coast,noon,0.0,0.98,8,10,night owl,football,5,senior
975,976,25.25,west coast,noon,0.0,1.0,8,11,night owl,football,5,senior
975,976,24.39,west coast,morning,0.16,0.93,10,11,night owl,football,5,senior
975,976,35.160000000000004,west coast,noon,0.24,1.0,8,10,night owl,football,5,senior
975,976,11.93,west coast,noon,0.06,0.97,7,10,night owl,football,5,senior
