,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
805,806,18.33,west coast,noon,0.37,0.54,4,7,night owl,baseball,3,senior
805,806,30.35,west coast,noon,0.44,0.97,3,8,night owl,baseball,3,senior
805,806,52.53,west coast,evening,0.49,0.87,3,10,night owl,baseball,3,senior
805,806,58.77,west coast,noon,0.51,1.0,4,8,night owl,baseball,3,senior
805,806,37.51,west coast,noon,0.33,1.0,3,8,night owl,baseball,3,senior
805,806,28.68,west coast,noon,0.1,1.0,3,9,night owl,baseball,3,senior
805,806,42.58,west coast,noon,0.34,0.88,4,10,night owl,baseball,3,senior
805,806,27.95,west coast,noon,0.31,0.62,5,12,night owl,baseball,3,senior
805,806,15.56,west coast,noon,0.21,0.52,5,12,night owl,baseball,3,senior
805,806,4.95,west coast,noon,0.3,0.43,4,12,night owl,baseball,3,senior
