,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
552,553,7.66,west coast,evening,0.13,0.3,1,4,night owl,curling,5,junior
552,553,21.1,west coast,noon,0.43,0.35,1,4,night owl,curling,5,junior
552,553,12.96,west coast,noon,0.44,0.54,1,3,night owl,curling,5,junior
552,553,43.1,west coast,noon,0.56,0.86,2,2,night owl,curling,5,junior
552,553,26.14,west coast,noon,0.28,0.78,2,1,night owl,curling,5,junior
552,553,30.04,west coast,morning,0.0,0.75,0,1,night owl,curling,5,junior
552,553,42.3,west coast,noon,0.11,0.7000000000000001,1,1,night owl,curling,5,junior
552,553,46.96,west coast,evening,0.41,0.6,0,0,night owl,curling,5,junior
552,553,43.32,west coast,noon,0.38,0.68,1,1,night owl,curling,5,junior
552,553,22.84,west coast,noon,0.31,1.0,1,1,night owl,curling,5,junior
