,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
705,706,20.37,west coast,evening,0.33,0.17,2,3,night owl,football,5,sophomore
705,706,21.17,west coast,morning,0.27,0.22,2,3,night owl,football,5,sophomore
705,706,0.0,west coast,morning,0.0,0.07,2,3,night owl,football,5,sophomore
705,706,0.0,west coast,noon,0.01,0.09,1,4,night owl,football,5,sophomore
705,706,43.29,west coast,noon,0.13,0.0,0,3,night owl,football,5,sophomore
705,706,53.93,west coast,noon,0.26,0.0,0,4,night owl,football,5,sophomore
705,706,25.07,west coast,noon,0.84,0.0,0,4,night owl,football,5,sophomore
705,706,18.45,west coast,noon,1.0,0.08,0,3,night owl,football,5,sophomore
705,706,32.95,west coast,noon,1.0,0.29,0,2,night owl,football,5,sophomore
705,706,41.09,west coast,evening,0.89,0.58,0,3,night owl,football,5,sophomore
