,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
912,913,29.22,west coast,evening,0.5700000000000001,0.59,3,3,early bird,martial arts,5,junior
912,913,24.72,west coast,noon,0.35,0.51,2,3,early bird,martial arts,5,junior
912,913,8.96,west coast,noon,0.0,0.29,2,4,early bird,martial arts,5,junior
912,913,30.9,west coast,morning,0.0,0.4,3,4,early bird,martial arts,5,junior
912,913,52.47,west coast,noon,0.0,0.05,5,5,early bird,martial arts,5,junior
912,913,15.79,west coast,noon,0.0,0.03,4,5,early bird,martial arts,5,junior
912,913,26.81,west coast,noon,0.0,0.0,5,3,early bird,martial arts,5,junior
912,913,18.23,west coast,evening,0.0,0.06,4,3,early bird,martial arts,5,junior
912,913,25.58,west coast,noon,0.0,0.04,3,4,early bird,martial arts,5,junior
912,913,12.89,west coast,noon,0.09,0.21,2,5,early bird,martial arts,5,junior
