,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
952,953,44.77,west coast,noon,0.8300000000000001,0.72,9,12,early bird,curling,6,junior
952,953,48.07,west coast,noon,0.79,0.35,9,12,early bird,curling,6,junior
952,953,23.51,west coast,evening,0.3,0.11,10,12,early bird,curling,6,junior
952,953,37.61,west coast,noon,0.41,0.0,10,11,early bird,curling,6,junior
952,953,9.85,west coast,noon,0.46,0.14,9,11,early bird,curling,6,junior
952,953,27.76,west coast,noon,0.64,0.23,9,12,early bird,curling,6,junior
952,953,29.27,west coast,noon,0.49,0.11,10,12,early bird,curling,6,junior
952,953,29.79,west coast,noon,0.27,0.01,9,12,early bird,curling,6,junior
952,953,42.38,west coast,noon,0.04,0.0,9,12,early bird,curling,6,junior
952,953,26.35,west coast,noon,0.11,0.01,8,12,early bird,curling,6,junior
