,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
819,820,20.56,west coast,noon,0.73,0.25,6,5,night owl,curling,7,frosh
819,820,26.38,west coast,noon,0.31,0.5,6,4,night owl,curling,7,frosh
819,820,30.82,west coast,noon,0.43,0.49,6,3,night owl,curling,7,frosh
819,820,15.89,west coast,noon,0.26,1.0,5,2,night owl,curling,7,frosh
819,820,40.4,west coast,noon,0.23,0.84,9,3,night owl,curling,7,frosh
819,820,1.56,west coast,noon,0.04,0.84,7,3,night owl,curling,7,frosh
819,820,16.39,west coast,morning,0.04,0.32,7,3,night owl,curling,7,frosh
819,820,63.04,west coast,noon,0.06,0.0,8,2,night owl,curling,7,frosh
819,820,17.77,west coast,morning,0.08,0.0,8,1,night owl,curling,7,frosh
819,820,26.55,west coast,noon,0.32,0.0,9,2,night owl,curling,7,frosh
