,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
577,578,32.910000000000004,west coast,evening,0.36,0.19,5,6,night owl,football,3,sophomore
577,578,25.33,west coast,evening,0.2,0.3,5,6,night owl,football,3,sophomore
577,578,13.09,west coast,noon,0.16,0.0,4,7,night owl,football,3,sophomore
577,578,4.32,west coast,noon,0.41,0.0,4,7,night owl,football,3,sophomore
577,578,32.89,west coast,noon,0.61,0.0,4,7,night owl,football,3,sophomore
577,578,0.0,west coast,morning,0.14,0.19,6,6,night owl,football,3,sophomore
577,578,21.43,west coast,noon,0.07,0.26,7,5,night owl,football,3,sophomore
577,578,31.18,west coast,noon,0.31,0.62,7,4,night owl,football,3,sophomore
577,578,29.59,west coast,noon,0.02,0.65,7,5,night owl,football,3,sophomore
577,578,25.22,west coast,noon,0.02,0.97,6,5,night owl,football,3,sophomore
