,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
839,840,30.03,west coast,morning,0.46,0.04,4,1,night owl,baseball,3,sophomore
839,840,12.13,west coast,noon,0.43,0.09,6,2,night owl,baseball,3,sophomore
839,840,38.15,west coast,noon,0.78,0.0,7,2,night owl,baseball,3,sophomore
839,840,23.91,west coast,noon,0.75,0.12,7,1,night owl,baseball,3,sophomore
839,840,16.77,west coast,noon,0.81,0.06,7,1,night owl,baseball,3,sophomore
839,840,19.94,west coast,noon,0.95,0.05,6,3,night owl,baseball,3,sophomore
839,840,43.61,west coast,noon,0.84,0.32,6,2,night owl,baseball,3,sophomore
839,840,50.24,west coast,noon,0.97,0.77,5,1,night owl,baseball,3,sophomore
839,840,59.08,west coast,noon,1.0,1.0,4,1,night owl,baseball,3,sophomore
839,840,43.4,west coast,noon,1.0,0.8200000000000001,2,2,night owl,baseball,3,sophomore
