,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
462,463,22.95,west coast,noon,0.35,0.14,5,2,night owl,martial arts,4,sophomore
462,463,27.76,west coast,noon,0.0,0.18,5,3,night owl,martial arts,4,sophomore
462,463,40.2,west coast,noon,0.0,0.06,5,3,night owl,martial arts,4,sophomore
462,463,22.97,west coast,noon,0.12,0.14,7,3,night owl,martial arts,4,sophomore
462,463,29.31,west coast,noon,0.0,0.0,6,4,night owl,martial arts,4,sophomore
462,463,24.41,west coast,noon,0.15,0.15,6,5,night owl,martial arts,4,sophomore
462,463,24.02,west coast,noon,0.42,0.22,5,4,night owl,martial arts,4,sophomore
462,463,22.9,west coast,noon,0.39,0.55,4,5,night owl,martial arts,4,sophomore
462,463,34.18,west coast,evening,0.26,0.09,4,4,night owl,martial arts,4,sophomore
462,463,43.92,west coast,noon,0.0,0.07,3,4,night owl,martial arts,4,sophomore
