,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
105,106,20.03,east coast,morning,0.46,0.35,3,0,night owl,frisbee,3,junior
105,106,14.2,east coast,evening,0.3,0.29,2,0,night owl,frisbee,3,junior
105,106,39.32,east coast,noon,0.9,0.23,2,0,night owl,frisbee,3,junior
105,106,44.72,east coast,noon,0.95,0.58,1,0,night owl,frisbee,3,junior
105,106,40.64,east coast,evening,0.77,0.34,0,0,night owl,frisbee,3,junior
105,106,18.07,west coast,noon,0.43,0.81,0,1,night owl,frisbee,3,junior
105,106,34.21,west coast,noon,0.75,0.53,0,1,night owl,frisbee,3,junior
105,106,27.98,west coast,noon,1.0,0.51,0,0,night owl,frisbee,3,junior
105,106,36.68,west coast,noon,0.8300000000000001,0.38,2,1,night owl,frisbee,3,junior
105,106,41.95,west coast,noon,0.89,0.1,2,1,night owl,frisbee,3,junior
