,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
353,354,48.71,west coast,evening,0.32,0.72,3,9,night owl,frisbee,4,sophomore
353,354,28.53,west coast,evening,0.15,0.63,3,8,night owl,frisbee,4,sophomore
353,354,24.18,west coast,noon,0.17,1.0,2,8,night owl,frisbee,4,sophomore
353,354,23.94,west coast,evening,0.0,0.92,3,7,night owl,frisbee,4,sophomore
353,354,34.01,west coast,noon,0.0,0.91,3,8,night owl,frisbee,4,junior
353,354,39.15,west coast,noon,0.04,1.0,2,10,night owl,frisbee,4,junior
353,354,35.39,west coast,noon,0.0,1.0,1,10,night owl,frisbee,4,junior
353,354,39.55,west coast,evening,0.08,1.0,2,12,night owl,frisbee,4,junior
353,354,17.17,west coast,noon,0.08,0.86,1,11,night owl,frisbee,4,junior
353,354,18.54,west coast,noon,0.0,0.8,4,11,night owl,frisbee,4,junior
