,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
966,967,78.34,west coast,evening,0.73,0.99,5,8,night owl,basketball,3,sophomore
966,967,72.55,west coast,noon,0.87,1.0,6,7,night owl,basketball,3,sophomore
966,967,82.38,west coast,evening,0.87,1.0,7,6,night owl,basketball,3,sophomore
966,967,76.62,west coast,noon,0.96,0.95,7,5,night owl,basketball,3,sophomore
966,967,73.24,west coast,noon,0.77,1.0,6,5,night owl,basketball,3,sophomore
966,967,60.09,west coast,evening,0.42,0.94,5,5,night owl,basketball,3,sophomore
966,967,12.03,west coast,noon,0.0,0.84,6,3,night owl,basketball,3,sophomore
966,967,21.38,west coast,noon,0.06,0.8200000000000001,6,3,night owl,basketball,3,sophomore
966,967,36.35,west coast,noon,0.08,0.8,7,1,night owl,basketball,3,sophomore
966,967,38.42,west coast,noon,0.09,0.88,6,1,night owl,basketball,3,sophomore
