,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
518,519,52.81,west coast,morning,0.5700000000000001,0.94,4,11,night owl,frisbee,4,junior
518,519,24.39,west coast,noon,0.05,0.94,3,11,night owl,frisbee,4,junior
518,519,36.94,west coast,noon,0.0,0.95,3,12,night owl,frisbee,4,junior
518,519,34.01,west coast,noon,0.0,1.0,4,12,night owl,frisbee,4,junior
518,519,47.18,west coast,noon,0.04,0.99,4,12,night owl,frisbee,4,junior
518,519,48.1,west coast,noon,0.0,0.96,4,12,night owl,frisbee,4,junior
518,519,19.02,west coast,morning,0.0,0.85,4,12,night owl,frisbee,4,junior
518,519,0.3,west coast,noon,0.0,0.67,3,12,night owl,frisbee,4,junior
518,519,39.33,west coast,noon,0.19,1.0,3,12,night owl,frisbee,4,junior
518,519,26.43,west coast,evening,0.24,0.86,3,12,night owl,frisbee,4,junior
