,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
108,109,0.0,east coast,morning,0.23,0.44,2,4,night owl,baseball,5,sophomore
108,109,0.0,east coast,evening,0.0,0.48,4,5,night owl,baseball,5,sophomore
108,109,0.0,east coast,noon,0.0,0.9,4,5,night owl,baseball,5,sophomore
108,109,32.37,east coast,noon,0.0,1.0,5,7,night owl,baseball,5,sophomore
108,109,44.01,east coast,evening,0.0,1.0,6,6,night owl,baseball,5,sophomore
108,109,4.66,west coast,noon,0.09,0.84,6,6,night owl,baseball,5,sophomore
108,109,7.44,west coast,noon,0.0,0.8200000000000001,7,5,night owl,baseball,5,sophomore
108,109,8.76,west coast,noon,0.02,0.6900000000000001,6,4,night owl,baseball,5,sophomore
108,109,25.76,west coast,noon,0.04,0.43,8,5,night owl,baseball,5,sophomore
108,109,34.7,west coast,noon,0.0,0.28,6,4,night owl,baseball,5,sophomore
