,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
957,958,66.92,west coast,noon,0.88,1.0,4,11,night owl,frisbee,5,senior
957,958,72.55,west coast,noon,0.98,0.95,4,10,night owl,frisbee,5,senior
957,958,67.9,west coast,evening,1.0,0.9,3,10,night owl,frisbee,5,senior
957,958,46.95,west coast,noon,0.91,0.68,3,11,night owl,frisbee,5,senior
957,958,31.5,west coast,noon,0.92,0.43,3,11,night owl,frisbee,5,senior
957,958,55.53,west coast,noon,0.76,0.91,4,11,night owl,frisbee,5,senior
957,958,47.61,west coast,noon,1.0,0.78,4,10,night owl,frisbee,5,senior
957,958,62.4,west coast,noon,1.0,0.8,6,12,night owl,frisbee,5,senior
957,958,74.93,west coast,noon,0.99,0.94,7,12,night owl,frisbee,5,senior
957,958,60.32,west coast,noon,1.0,0.8200000000000001,8,12,night owl,frisbee,5,senior
