,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
404,405,34.59,west coast,noon,0.01,0.19,0,1,night owl,martial arts,3,sophomore
404,405,40.34,west coast,noon,0.0,0.59,0,3,night owl,martial arts,3,sophomore
404,405,45.62,west coast,noon,0.0,0.19,1,3,night owl,martial arts,3,sophomore
404,405,32.58,west coast,morning,0.08,0.13,0,4,night owl,martial arts,3,sophomore
404,405,19.84,west coast,noon,0.1,0.24,0,4,night owl,martial arts,3,sophomore
404,405,26.2,west coast,noon,0.0,0.31,1,4,night owl,martial arts,3,sophomore
404,405,28.62,west coast,noon,0.0,0.07,0,4,night owl,martial arts,3,sophomore
404,405,29.66,west coast,noon,0.16,0.0,2,4,night owl,martial arts,3,sophomore
404,405,23.73,west coast,noon,0.33,0.05,3,4,night owl,martial arts,3,sophomore
404,405,31.37,west coast,evening,0.36,0.0,2,6,night owl,martial arts,3,sophomore
