,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
303,304,29.04,west coast,noon,0.42,0.52,5,5,night owl,frisbee,3,junior
303,304,35.480000000000004,west coast,noon,0.48,0.51,4,4,night owl,frisbee,3,junior
303,304,15.62,west coast,noon,0.42,0.25,5,4,night owl,frisbee,3,junior
303,304,39.62,west coast,evening,0.11,0.44,4,5,night owl,frisbee,3,junior
303,304,18.17,west coast,noon,0.0,0.38,4,4,night owl,frisbee,3,junior
303,304,24.49,west coast,noon,0.0,0.0,5,6,night owl,frisbee,3,junior
303,304,33.32,west coast,evening,0.0,0.0,5,6,night owl,frisbee,3,junior
303,304,19.11,west coast,noon,0.0,0.0,6,4,night owl,frisbee,3,junior
303,304,21.76,west coast,noon,0.02,0.21,8,3,night owl,frisbee,3,junior
303,304,18.98,west coast,noon,0.09,0.31,9,2,night owl,frisbee,3,junior
