,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
648,649,61.34,west coast,evening,0.98,0.85,8,3,early bird,frisbee,5,junior
648,649,56.9,west coast,evening,0.92,0.8300000000000001,8,2,early bird,frisbee,5,junior
648,649,64.55,west coast,evening,1.0,0.86,8,0,early bird,frisbee,5,junior
648,649,69.11,west coast,noon,1.0,1.0,7,0,early bird,frisbee,5,junior
648,649,67.8,west coast,noon,0.97,1.0,6,0,early bird,frisbee,5,junior
648,649,76.78,west coast,morning,0.84,1.0,7,0,early bird,frisbee,5,junior
648,649,71.63,west coast,noon,1.0,1.0,6,0,early bird,frisbee,5,junior
648,649,69.60000000000001,west coast,noon,1.0,1.0,5,0,early bird,frisbee,5,junior
648,649,67.46000000000001,west coast,noon,0.9,1.0,6,1,early bird,frisbee,5,junior
648,649,68.09,west coast,evening,1.0,0.98,7,2,early bird,frisbee,5,junior
