,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
875,876,22.06,west coast,noon,0.47,0.07,8,6,early bird,football,4,sophomore
875,876,31.14,west coast,noon,0.29,0.0,10,7,early bird,football,4,sophomore
875,876,23.6,west coast,noon,0.04,0.0,7,4,early bird,football,4,sophomore
875,876,10.54,west coast,noon,0.0,0.08,8,4,early bird,football,4,sophomore
875,876,22.14,west coast,noon,0.09,0.0,9,4,early bird,football,4,sophomore
875,876,16.06,west coast,evening,0.21,0.1,9,4,early bird,football,4,sophomore
875,876,32.88,west coast,noon,0.19,0.25,10,5,early bird,football,4,sophomore
875,876,36.89,west coast,noon,0.37,0.3,10,6,early bird,football,4,sophomore
875,876,50.34,west coast,noon,0.22,0.34,9,5,early bird,football,4,sophomore
875,876,24.6,west coast,noon,0.39,0.2,8,5,early bird,football,4,sophomore
