,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
402,403,12.7,west coast,noon,0.13,0.32,2,8,night owl,baseball,2,senior
402,403,42.78,west coast,noon,0.45,0.59,4,8,night owl,baseball,2,senior
402,403,38.39,west coast,noon,0.06,0.52,5,10,night owl,baseball,2,senior
402,403,24.7,west coast,morning,0.15,0.67,5,10,night owl,baseball,2,senior
402,403,28.46,west coast,noon,0.0,0.98,6,9,night owl,baseball,2,senior
402,403,30.76,west coast,noon,0.0,1.0,7,8,night owl,baseball,2,senior
402,403,29.38,west coast,noon,0.0,0.99,8,8,night owl,baseball,2,senior
402,403,46.26,west coast,noon,0.07,1.0,8,8,night owl,baseball,2,senior
402,403,37.97,west coast,noon,0.15,0.96,8,8,night owl,baseball,2,senior
402,403,39.72,west coast,evening,0.0,0.91,10,8,night owl,baseball,2,senior
