,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
478,479,23.42,west coast,morning,0.25,0.53,7,12,night owl,curling,3,junior
478,479,27.8,west coast,morning,0.0,0.44,6,12,night owl,curling,3,junior
478,479,22.05,west coast,noon,0.0,0.0,6,11,night owl,curling,3,junior
478,479,31.5,west coast,evening,0.0,0.0,9,10,night owl,curling,3,junior
478,479,26.91,west coast,evening,0.05,0.0,8,11,night owl,curling,3,junior
478,479,32.64,west coast,noon,0.06,0.02,9,11,night owl,curling,3,junior
478,479,19.0,west coast,noon,0.11,0.03,8,11,night owl,curling,3,junior
478,479,18.84,west coast,noon,0.18,0.13,6,10,night owl,curling,3,junior
478,479,23.04,west coast,evening,0.0,0.16,6,12,night owl,curling,3,junior
478,479,35.61,west coast,noon,0.0,0.0,6,12,night owl,curling,3,junior
