,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
200,201,73.12,east coast,evening,0.92,0.96,8,12,early bird,frisbee,5,senior
200,201,43.55,east coast,noon,0.41,0.8300000000000001,8,11,early bird,frisbee,5,senior
200,201,48.43,east coast,noon,0.44,0.94,8,11,early bird,frisbee,5,senior
200,201,71.86,east coast,morning,0.7000000000000001,1.0,5,10,early bird,frisbee,5,senior
200,201,69.26,east coast,noon,0.78,1.0,6,12,early bird,frisbee,5,senior
200,201,63.21,west coast,evening,0.96,0.91,7,12,early bird,frisbee,5,senior
200,201,52.0,west coast,noon,0.75,0.94,6,12,early bird,frisbee,5,senior
200,201,57.18,west coast,noon,0.88,0.93,6,12,early bird,frisbee,5,senior
200,201,71.11,west coast,noon,0.89,1.0,7,12,early bird,frisbee,5,senior
200,201,76.83,west coast,evening,0.91,1.0,9,11,early bird,frisbee,5,senior
