,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
176,177,17.72,east coast,evening,0.4,0.42,3,3,early bird,martial arts,4,sophomore
176,177,36.49,east coast,noon,0.88,0.34,3,2,early bird,martial arts,4,sophomore
176,177,17.03,east coast,noon,1.0,0.07,3,1,early bird,martial arts,4,sophomore
176,177,24.17,east coast,noon,0.8200000000000001,0.31,3,2,early bird,martial arts,4,sophomore
176,177,14.11,east coast,noon,0.81,0.07,3,0,early bird,martial arts,4,sophomore
176,177,37.19,west coast,morning,1.0,0.0,3,1,early bird,martial arts,4,sophomore
176,177,27.69,west coast,noon,0.85,0.0,3,1,early bird,martial arts,4,sophomore
176,177,42.17,west coast,noon,1.0,0.0,5,1,early bird,martial arts,4,sophomore
176,177,17.92,west coast,noon,1.0,0.0,5,1,early bird,martial arts,4,sophomore
176,177,28.9,west coast,noon,1.0,0.04,4,0,early bird,martial arts,4,sophomore
