,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
405,406,4.01,west coast,noon,0.04,0.38,1,10,early bird,baseball,3,junior
405,406,41.81,west coast,noon,0.17,0.04,2,11,early bird,baseball,3,junior
405,406,35.19,west coast,noon,0.0,0.28,4,11,early bird,baseball,3,junior
405,406,13.26,west coast,morning,0.0,0.0,4,10,early bird,baseball,3,junior
405,406,0.0,west coast,noon,0.0,0.0,3,9,early bird,baseball,3,junior
405,406,43.5,west coast,noon,0.09,0.0,5,9,early bird,baseball,3,junior
405,406,18.81,west coast,noon,0.13,0.08,7,9,early bird,baseball,3,junior
405,406,6.47,west coast,noon,0.0,0.22,6,11,early bird,baseball,3,junior
405,406,14.88,west coast,noon,0.09,0.64,8,11,early bird,baseball,3,junior
405,406,25.57,west coast,evening,0.0,0.76,9,9,early bird,baseball,3,junior
