,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
996,997,35.94,west coast,noon,0.31,0.49,6,5,night owl,martial arts,3,sophomore
996,997,19.9,west coast,noon,0.0,0.37,5,5,night owl,martial arts,3,sophomore
996,997,32.15,west coast,noon,0.0,0.97,5,4,night owl,martial arts,3,sophomore
996,997,19.5,west coast,noon,0.08,0.66,5,4,night owl,martial arts,3,sophomore
996,997,32.75,west coast,noon,0.0,0.97,6,3,night owl,martial arts,3,sophomore
996,997,21.44,west coast,noon,0.0,0.88,6,6,night owl,martial arts,3,sophomore
996,997,15.52,west coast,noon,0.0,0.81,7,6,night owl,martial arts,3,sophomore
996,997,39.91,west coast,noon,0.0,0.96,6,7,night owl,martial arts,3,sophomore
996,997,38.62,west coast,noon,0.0,1.0,6,7,night owl,martial arts,3,sophomore
996,997,25.69,west coast,noon,0.0,0.97,5,4,night owl,martial arts,3,sophomore
