,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
794,795,25.25,west coast,evening,0.36,0.74,3,4,night owl,curling,3,senior
794,795,48.73,west coast,noon,0.67,0.46,3,7,night owl,curling,3,senior
794,795,40.66,west coast,noon,1.0,0.5700000000000001,2,7,night owl,curling,3,senior
794,795,26.53,west coast,noon,0.86,0.29,1,6,night owl,curling,3,senior
794,795,22.45,west coast,morning,0.58,0.46,1,6,night owl,curling,3,senior
794,795,35.01,west coast,noon,0.84,0.27,1,6,night owl,curling,3,senior
794,795,16.51,west coast,noon,1.0,0.0,1,7,night owl,curling,3,senior
794,795,27.41,west coast,morning,1.0,0.0,0,7,night owl,curling,3,senior
794,795,28.33,west coast,evening,0.9,0.0,0,5,night owl,curling,3,senior
794,795,27.33,west coast,noon,0.94,0.15,2,5,night owl,curling,3,senior
