,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
332,333,14.34,west coast,noon,0.36,0.35,4,6,early bird,gymnastics,4,junior
332,333,1.24,west coast,evening,0.0,0.3,5,6,early bird,gymnastics,4,junior
332,333,19.45,west coast,morning,0.0,0.24,6,7,early bird,gymnastics,4,junior
332,333,26.9,west coast,noon,0.08,0.41,5,6,early bird,gymnastics,4,junior
332,333,10.38,west coast,noon,0.22,0.81,4,7,early bird,gymnastics,4,junior
332,333,5.19,west coast,noon,0.08,0.55,5,7,early bird,gymnastics,4,junior
332,333,19.39,west coast,noon,0.07,0.0,5,8,early bird,gymnastics,4,junior
332,333,5.78,west coast,noon,0.47,0.04,5,8,early bird,gymnastics,4,junior
332,333,11.88,west coast,noon,0.03,0.14,4,8,early bird,gymnastics,4,junior
332,333,0.0,west coast,noon,0.0,0.0,1,8,early bird,gymnastics,4,junior
