,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
806,807,1.97,west coast,noon,0.07,0.01,6,9,night owl,gymnastics,4,frosh
806,807,0.0,west coast,noon,0.16,0.0,5,7,night owl,gymnastics,4,frosh
806,807,30.87,west coast,evening,0.39,0.05,6,7,night owl,gymnastics,4,frosh
806,807,42.8,west coast,noon,0.47,0.02,7,7,night owl,gymnastics,4,frosh
806,807,31.83,west coast,noon,0.67,0.03,9,7,night owl,gymnastics,4,sophomore
806,807,39.3,west coast,noon,0.4,0.0,8,9,night owl,gymnastics,4,sophomore
806,807,31.76,west coast,noon,0.34,0.0,9,7,night owl,gymnastics,4,sophomore
806,807,36.43,west coast,noon,0.5,0.0,9,7,night owl,gymnastics,4,sophomore
806,807,24.84,west coast,noon,0.22,0.0,10,6,night owl,gymnastics,4,sophomore
806,807,23.18,west coast,noon,0.0,0.16,9,7,night owl,gymnastics,4,sophomore
