,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
522,523,36.89,west coast,morning,0.38,0.91,2,9,night owl,frisbee,3,sophomore
522,523,39.57,west coast,noon,0.34,0.67,1,9,night owl,frisbee,3,sophomore
522,523,41.64,west coast,noon,0.26,0.92,1,8,night owl,frisbee,3,sophomore
522,523,29.52,west coast,noon,0.4,0.6,1,7,night owl,frisbee,3,sophomore
522,523,42.33,west coast,evening,1.0,0.07,1,6,night owl,frisbee,3,sophomore
522,523,34.67,west coast,noon,0.93,0.0,2,7,night owl,frisbee,3,sophomore
522,523,37.44,west coast,morning,1.0,0.0,3,7,night owl,frisbee,3,sophomore
522,523,38.43,west coast,noon,0.92,0.0,3,10,night owl,frisbee,3,sophomore
522,523,37.6,west coast,evening,0.8300000000000001,0.12,3,8,night owl,frisbee,3,sophomore
522,523,48.77,west coast,evening,1.0,0.14,4,8,night owl,frisbee,3,sophomore
