,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
109,110,0.0,east coast,morning,0.06,0.01,5,2,night owl,baseball,3,sophomore
109,110,0.41,east coast,evening,0.1,0.16,6,0,night owl,baseball,3,sophomore
109,110,0.0,east coast,noon,0.04,0.19,6,1,night owl,baseball,3,sophomore
109,110,2.87,east coast,noon,0.18,0.17,7,1,night owl,baseball,3,sophomore
109,110,16.21,east coast,evening,0.33,0.04,7,0,night owl,baseball,3,sophomore
109,110,1.25,west coast,noon,0.12,0.0,8,0,night owl,baseball,3,sophomore
109,110,24.91,west coast,noon,0.12,0.0,7,1,night owl,baseball,3,sophomore
109,110,6.9,west coast,noon,0.23,0.09,7,1,night owl,baseball,3,sophomore
109,110,22.0,west coast,noon,0.42,0.01,6,1,night owl,baseball,3,sophomore
109,110,35.75,west coast,noon,0.6900000000000001,0.04,5,0,night owl,baseball,3,sophomore
