,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
892,893,13.64,west coast,evening,0.29,0.46,2,6,night owl,table tennis,4,sophomore
892,893,0.0,west coast,noon,0.35,0.39,2,4,night owl,table tennis,4,sophomore
892,893,22.36,west coast,noon,0.49,0.04,3,3,night owl,table tennis,4,sophomore
892,893,25.61,west coast,noon,0.59,0.13,3,3,night owl,table tennis,4,sophomore
892,893,46.4,west coast,noon,0.23,0.39,3,1,night owl,table tennis,4,sophomore
892,893,35.57,west coast,noon,0.22,0.46,5,1,night owl,table tennis,4,sophomore
892,893,15.25,west coast,noon,0.24,0.08,5,0,night owl,table tennis,4,sophomore
892,893,28.92,west coast,morning,0.15,0.0,6,2,night owl,table tennis,4,sophomore
892,893,15.4,west coast,noon,0.0,0.18,7,2,night owl,table tennis,4,sophomore
892,893,29.1,west coast,noon,0.0,0.26,8,2,night owl,table tennis,4,sophomore
