,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
660,661,39.4,west coast,morning,0.55,0.75,4,4,night owl,martial arts,3,senior
660,661,70.14,west coast,noon,0.92,1.0,5,3,night owl,martial arts,3,senior
660,661,70.97,west coast,evening,0.67,0.94,7,2,night owl,martial arts,3,senior
660,661,65.86,west coast,noon,0.8,1.0,6,1,night owl,martial arts,3,senior
660,661,71.96000000000001,west coast,evening,0.9,0.95,5,1,night owl,martial arts,3,senior
660,661,75.67,west coast,evening,0.67,1.0,7,3,night owl,martial arts,3,senior
660,661,54.120000000000005,west coast,noon,0.8,0.88,7,3,night owl,martial arts,3,senior
660,661,69.92,west coast,noon,0.78,1.0,7,3,night owl,martial arts,3,senior
660,661,70.38,west coast,noon,0.72,1.0,8,4,night owl,martial arts,3,senior
660,661,56.05,west coast,noon,0.65,0.89,7,4,night owl,martial arts,3,senior
