,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
883,884,60.76,west coast,evening,0.61,0.93,3,11,night owl,baseball,4,senior
883,884,42.65,west coast,noon,0.34,0.99,5,11,night owl,baseball,4,senior
883,884,28.9,west coast,noon,0.45,0.85,4,11,night owl,baseball,4,senior
883,884,41.99,west coast,evening,0.76,0.62,4,11,night owl,baseball,4,senior
883,884,20.07,west coast,noon,1.0,0.29,3,12,night owl,baseball,4,senior
883,884,16.2,west coast,noon,1.0,0.0,3,12,night owl,baseball,4,senior
883,884,38.98,west coast,evening,0.86,0.0,3,12,night owl,baseball,4,senior
883,884,23.99,west coast,noon,0.77,0.03,3,11,night owl,baseball,4,senior
883,884,46.45,west coast,evening,0.6900000000000001,0.0,5,9,night owl,baseball,4,senior
883,884,21.61,west coast,noon,0.75,0.0,3,9,night owl,baseball,4,senior
