,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
501,502,42.73,west coast,morning,0.6900000000000001,0.39,4,4,night owl,martial arts,4,sophomore
501,502,37.26,west coast,morning,0.89,0.32,4,4,night owl,martial arts,4,sophomore
501,502,68.1,west coast,noon,1.0,1.0,3,5,night owl,martial arts,4,sophomore
501,502,76.03,west coast,noon,0.9,1.0,4,4,night owl,martial arts,4,sophomore
501,502,67.18,west coast,noon,0.94,1.0,4,3,night owl,martial arts,4,sophomore
501,502,61.46,west coast,noon,0.89,0.92,5,3,night owl,martial arts,4,sophomore
501,502,57.03,west coast,noon,0.67,0.8,6,2,night owl,martial arts,4,sophomore
501,502,40.89,west coast,noon,0.56,0.78,5,1,night owl,martial arts,4,sophomore
501,502,53.19,west coast,noon,0.6,0.97,5,0,night owl,martial arts,4,sophomore
501,502,51.29,west coast,noon,0.51,0.94,5,1,night owl,martial arts,4,sophomore
