,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
843,844,35.480000000000004,west coast,noon,0.6900000000000001,0.44,5,3,night owl,baseball,5,junior
843,844,55.18,west coast,evening,0.66,0.71,5,3,night owl,baseball,5,senior
843,844,58.25,west coast,noon,0.89,0.97,5,2,night owl,baseball,5,senior
843,844,62.66,west coast,noon,1.0,1.0,4,1,night owl,baseball,5,senior
843,844,61.75,west coast,noon,0.93,1.0,4,1,night owl,baseball,5,senior
843,844,64.66,west coast,evening,1.0,0.97,6,1,night owl,baseball,5,senior
843,844,60.49,west coast,noon,1.0,0.97,7,1,night owl,baseball,5,senior
843,844,68.14,west coast,noon,1.0,1.0,8,1,night owl,baseball,5,senior
843,844,71.79,west coast,noon,1.0,1.0,8,2,night owl,baseball,5,senior
843,844,70.97,west coast,noon,1.0,1.0,7,4,night owl,baseball,5,senior
