,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
637,638,12.98,west coast,noon,0.19,0.33,6,5,night owl,martial arts,2,sophomore
637,638,41.34,west coast,morning,0.29,0.39,5,6,night owl,martial arts,2,sophomore
637,638,47.38,west coast,noon,0.5,0.41,7,7,night owl,martial arts,2,sophomore
637,638,37.31,west coast,morning,0.39,0.35,8,6,night owl,martial arts,2,sophomore
637,638,33.67,west coast,evening,0.4,0.0,7,6,night owl,martial arts,2,sophomore
637,638,58.7,west coast,evening,0.92,0.0,9,4,night owl,martial arts,2,sophomore
637,638,57.33,west coast,evening,0.84,0.0,10,5,night owl,martial arts,2,sophomore
637,638,39.1,west coast,noon,0.51,0.09,9,4,night owl,martial arts,2,sophomore
637,638,36.3,west coast,evening,0.08,0.0,10,4,night owl,martial arts,2,sophomore
637,638,31.89,west coast,noon,0.16,0.08,10,5,night owl,martial arts,2,sophomore
