,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
448,449,38.06,west coast,evening,0.51,0.19,8,6,night owl,gymnastics,3,junior
448,449,63.75,west coast,evening,0.92,0.35,8,7,night owl,gymnastics,3,junior
448,449,53.05,west coast,noon,0.86,0.74,8,6,night owl,gymnastics,3,junior
448,449,51.44,west coast,noon,0.78,0.8200000000000001,8,6,night owl,gymnastics,3,junior
448,449,56.8,west coast,morning,1.0,0.62,10,5,night owl,gymnastics,3,junior
448,449,50.43,west coast,noon,0.76,0.78,8,6,night owl,gymnastics,3,junior
448,449,78.84,west coast,noon,0.87,1.0,10,5,night owl,gymnastics,3,junior
448,449,79.54,west coast,evening,0.59,1.0,10,7,night owl,gymnastics,3,junior
448,449,51.6,west coast,noon,0.1,0.95,7,8,night owl,gymnastics,3,junior
448,449,20.98,west coast,noon,0.0,0.78,7,10,night owl,gymnastics,3,junior
