,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
84,85,57.14,east coast,morning,0.86,0.71,9,11,night owl,curling,4,junior
84,85,36.01,east coast,noon,0.72,0.27,8,11,night owl,curling,4,junior
84,85,31.85,east coast,noon,0.54,0.0,9,11,night owl,curling,4,junior
84,85,30.95,east coast,noon,0.37,0.0,10,10,night owl,curling,4,junior
84,85,21.56,east coast,noon,0.49,0.02,9,8,night owl,curling,4,junior
84,85,25.54,west coast,evening,0.32,0.04,8,9,night owl,curling,4,junior
84,85,16.22,west coast,noon,0.02,0.1,8,8,night owl,curling,4,junior
84,85,32.47,west coast,noon,0.08,0.1,8,8,night owl,curling,4,senior
84,85,21.76,west coast,noon,0.06,0.25,8,9,night owl,curling,4,senior
84,85,32.44,west coast,morning,0.1,0.0,9,8,night owl,curling,4,senior
