,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
590,591,35.44,west coast,morning,0.6,0.22,7,6,night owl,martial arts,5,frosh
590,591,30.57,west coast,noon,0.46,0.0,9,3,night owl,martial arts,5,frosh
590,591,40.91,west coast,evening,0.29,0.01,9,2,night owl,martial arts,5,frosh
590,591,1.48,west coast,noon,0.39,0.11,7,2,night owl,martial arts,5,frosh
590,591,28.85,west coast,morning,0.8,0.2,6,1,night owl,martial arts,5,frosh
590,591,22.02,west coast,noon,0.6900000000000001,0.19,4,4,night owl,martial arts,5,frosh
590,591,27.21,west coast,noon,0.86,0.0,3,3,night owl,martial arts,5,frosh
590,591,23.91,west coast,morning,0.77,0.02,4,5,night owl,martial arts,5,frosh
590,591,31.4,west coast,noon,0.92,0.0,4,7,night owl,martial arts,5,sophomore
590,591,42.23,west coast,noon,0.76,0.0,2,7,night owl,martial arts,5,sophomore
