,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
149,150,39.67,east coast,evening,0.35,0.54,3,10,early bird,baseball,3,junior
149,150,10.25,east coast,noon,0.0,0.75,4,12,early bird,baseball,3,junior
149,150,26.75,east coast,evening,0.0,0.8,4,12,early bird,baseball,3,junior
149,150,25.96,east coast,noon,0.0,1.0,3,12,early bird,baseball,3,junior
149,150,22.77,east coast,noon,0.0,0.98,2,11,early bird,baseball,3,junior
149,150,35.27,west coast,noon,0.02,0.99,2,11,early bird,baseball,3,junior
149,150,30.22,west coast,morning,0.02,1.0,2,12,early bird,baseball,3,junior
149,150,29.19,west coast,noon,0.07,0.99,2,12,early bird,baseball,3,junior
149,150,22.51,west coast,morning,0.0,0.85,3,11,early bird,baseball,3,junior
149,150,46.37,west coast,noon,0.07,0.65,4,10,early bird,baseball,3,junior
