,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
726,727,37.43,west coast,noon,0.61,0.5,3,2,night owl,curling,5,sophomore
726,727,14.95,west coast,noon,0.55,0.18,4,2,night owl,curling,5,sophomore
726,727,22.02,west coast,noon,0.49,0.28,4,2,night owl,curling,5,sophomore
726,727,28.37,west coast,evening,0.11,0.15,5,2,night owl,curling,5,sophomore
726,727,11.33,west coast,noon,0.27,0.08,6,2,night owl,curling,5,sophomore
726,727,0.0,west coast,noon,0.3,0.13,6,2,night owl,curling,5,sophomore
726,727,0.0,west coast,noon,0.0,0.22,5,1,night owl,curling,5,sophomore
726,727,4.13,west coast,morning,0.0,0.28,6,2,night owl,curling,5,sophomore
726,727,13.52,west coast,morning,0.0,0.43,7,1,night owl,curling,5,sophomore
726,727,23.18,west coast,noon,0.0,0.0,7,1,night owl,curling,5,sophomore
