,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
57,58,21.91,east coast,noon,0.16,0.01,7,4,night owl,football,3,frosh
57,58,36.08,east coast,noon,0.64,0.0,6,7,night owl,football,3,frosh
57,58,42.44,east coast,noon,0.78,0.0,6,7,night owl,football,3,frosh
57,58,48.94,east coast,noon,0.8,0.0,7,6,night owl,football,3,frosh
57,58,8.540000000000001,east coast,noon,0.38,0.12,6,5,night owl,football,3,frosh
57,58,30.05,west coast,noon,0.32,0.11,5,6,night owl,football,3,frosh
57,58,18.21,west coast,noon,0.16,0.0,6,5,night owl,football,3,frosh
57,58,14.34,west coast,morning,0.27,0.0,6,6,night owl,football,3,frosh
57,58,29.4,west coast,noon,0.37,0.0,5,5,night owl,football,3,frosh
57,58,31.22,west coast,noon,0.76,0.13,5,5,night owl,football,3,frosh
