,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
826,827,14.53,west coast,morning,0.13,0.01,4,1,night owl,baseball,5,frosh
826,827,0.0,west coast,morning,0.0,0.0,3,2,night owl,baseball,5,frosh
826,827,0.0,west coast,noon,0.07,0.03,3,1,night owl,baseball,5,frosh
826,827,42.36,west coast,noon,0.09,0.0,4,0,night owl,baseball,5,frosh
826,827,23.14,west coast,noon,0.0,0.0,5,0,night owl,baseball,5,frosh
826,827,8.77,west coast,noon,0.03,0.05,6,1,night owl,baseball,5,frosh
826,827,30.77,west coast,noon,0.16,0.09,7,0,night owl,baseball,5,frosh
826,827,22.38,west coast,noon,0.4,0.2,7,2,night owl,baseball,5,frosh
826,827,18.91,west coast,morning,0.54,0.29,6,3,night owl,baseball,5,frosh
826,827,9.24,west coast,noon,0.43,0.3,7,4,night owl,baseball,5,frosh
