,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
371,372,62.36,west coast,evening,0.91,0.9,9,7,early bird,football,4,junior
371,372,67.08,west coast,noon,0.91,0.9,10,7,early bird,football,4,junior
371,372,74.02,west coast,noon,0.79,1.0,10,8,early bird,football,4,junior
371,372,63.190000000000005,west coast,noon,0.8200000000000001,0.92,9,8,early bird,football,4,junior
371,372,72.73,west coast,noon,0.67,0.97,10,8,early bird,football,4,junior
371,372,56.61,west coast,evening,0.4,1.0,9,9,early bird,football,4,junior
371,372,66.66,west coast,evening,0.81,0.88,10,11,early bird,football,4,junior
371,372,71.69,west coast,evening,1.0,1.0,9,12,early bird,football,4,junior
371,372,61.18,west coast,noon,0.92,0.92,8,12,early bird,football,4,junior
371,372,73.78,west coast,noon,0.84,1.0,8,12,early bird,football,4,junior
