,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
88,89,36.87,east coast,morning,0.46,0.71,5,7,night owl,basketball,3,sophomore
88,89,77.49,east coast,noon,0.84,1.0,7,6,night owl,basketball,3,sophomore
88,89,70.69,east coast,noon,0.71,1.0,6,6,night owl,basketball,3,sophomore
88,89,77.58,east coast,noon,0.91,1.0,7,6,night owl,basketball,3,sophomore
88,89,73.3,east coast,noon,0.63,1.0,9,6,night owl,basketball,3,sophomore
88,89,96.23,west coast,evening,0.96,1.0,10,7,night owl,basketball,3,sophomore
88,89,72.29,west coast,noon,0.93,0.91,9,6,night owl,basketball,3,sophomore
88,89,69.68,west coast,noon,0.92,0.59,10,7,night owl,basketball,3,sophomore
88,89,62.82,west coast,noon,0.74,0.76,9,7,night owl,basketball,3,sophomore
88,89,71.97,west coast,morning,0.53,1.0,10,6,night owl,basketball,3,sophomore
