,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
697,698,24.11,west coast,noon,0.34,0.4,3,0,night owl,martial arts,4,sophomore
697,698,31.75,west coast,noon,0.74,0.18,2,1,night owl,martial arts,4,sophomore
697,698,27.27,west coast,noon,0.42,0.0,4,2,night owl,martial arts,4,sophomore
697,698,15.96,west coast,morning,0.39,0.1,3,2,night owl,martial arts,4,sophomore
697,698,29.87,west coast,noon,1.0,0.31,2,2,night owl,martial arts,4,sophomore
697,698,35.47,west coast,morning,0.81,0.43,2,3,night owl,martial arts,4,sophomore
697,698,41.77,west coast,noon,0.79,0.8200000000000001,2,4,night owl,martial arts,4,sophomore
697,698,34.29,west coast,noon,0.68,0.71,1,4,night owl,martial arts,4,sophomore
697,698,23.0,west coast,noon,0.45,0.67,2,5,night owl,martial arts,4,sophomore
697,698,28.17,west coast,evening,0.27,0.41,2,4,night owl,martial arts,4,sophomore
