,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
784,785,50.52,west coast,evening,0.4,0.91,3,5,night owl,martial arts,1,senior
784,785,73.74,west coast,evening,0.71,1.0,3,6,night owl,martial arts,1,senior
784,785,78.02,west coast,noon,1.0,1.0,3,5,night owl,martial arts,1,senior
784,785,80.19,west coast,evening,1.0,1.0,3,6,night owl,martial arts,1,senior
784,785,78.44,west coast,noon,1.0,1.0,3,7,night owl,martial arts,1,senior
784,785,85.44,west coast,evening,0.98,1.0,4,8,night owl,martial arts,1,senior
784,785,75.54,west coast,noon,1.0,1.0,3,8,night owl,martial arts,1,senior
784,785,74.05,west coast,noon,0.91,1.0,1,9,night owl,martial arts,1,senior
784,785,83.15,west coast,morning,0.86,1.0,1,8,night owl,martial arts,1,senior
784,785,68.69,west coast,noon,1.0,0.9,1,7,night owl,martial arts,1,senior
