,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
98,99,42.1,east coast,morning,0.33,0.87,8,12,night owl,table tennis,1,senior
98,99,45.4,east coast,evening,0.45,0.71,8,10,night owl,table tennis,1,senior
98,99,47.5,east coast,evening,0.45,0.91,8,12,night owl,table tennis,1,senior
98,99,65.87,east coast,evening,0.48,1.0,10,12,night owl,table tennis,1,senior
98,99,45.89,east coast,noon,0.38,0.89,10,12,night owl,table tennis,1,senior
98,99,35.09,west coast,morning,0.2,0.67,9,12,night owl,table tennis,1,senior
98,99,24.28,west coast,noon,0.08,0.39,10,12,night owl,table tennis,1,senior
98,99,45.98,west coast,evening,0.0,0.0,10,10,night owl,table tennis,1,senior
98,99,28.83,west coast,morning,0.0,0.0,10,9,night owl,table tennis,1,senior
98,99,32.24,west coast,noon,0.0,0.11,10,9,night owl,table tennis,1,senior
