,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
633,634,29.27,west coast,noon,0.27,0.8,3,2,night owl,martial arts,3,senior
633,634,33.42,west coast,morning,0.44,0.53,4,2,night owl,martial arts,3,senior
633,634,51.68,west coast,noon,0.78,0.36,5,1,night owl,martial arts,3,senior
633,634,53.97,west coast,morning,0.5,0.93,7,0,night owl,martial arts,3,senior
633,634,48.72,west coast,evening,0.62,0.87,7,0,night owl,martial arts,3,senior
633,634,52.38,west coast,evening,0.27,0.7000000000000001,7,2,night owl,martial arts,3,senior
633,634,45.85,west coast,evening,0.22,0.62,8,2,night owl,martial arts,3,senior
633,634,22.72,west coast,noon,0.24,0.34,7,4,night owl,martial arts,3,senior
633,634,33.15,west coast,evening,0.49,0.0,7,4,night owl,martial arts,3,senior
633,634,27.16,west coast,noon,0.24,0.02,9,4,night owl,martial arts,3,senior
