,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
374,375,15.84,west coast,evening,0.31,0.08,5,11,night owl,gymnastics,5,frosh
374,375,28.07,west coast,noon,0.07,0.24,5,12,night owl,gymnastics,5,frosh
374,375,26.63,west coast,noon,0.0,0.21,6,12,night owl,gymnastics,5,frosh
374,375,27.51,west coast,noon,0.0,0.32,5,12,night owl,gymnastics,5,frosh
374,375,13.21,west coast,noon,0.0,0.5,5,11,night owl,gymnastics,5,frosh
374,375,39.22,west coast,evening,0.0,1.0,6,12,night owl,gymnastics,5,frosh
374,375,51.61,west coast,evening,0.0,1.0,5,12,night owl,gymnastics,5,frosh
374,375,16.0,west coast,evening,0.0,1.0,5,12,night owl,gymnastics,5,frosh
374,375,42.05,west coast,noon,0.0,0.95,5,12,night owl,gymnastics,5,frosh
374,375,31.46,west coast,noon,0.0,0.91,6,12,night owl,gymnastics,5,frosh
