,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
281,282,34.49,west coast,evening,0.15,0.68,2,3,night owl,basketball,3,junior
281,282,37.74,west coast,evening,0.11,0.94,1,3,night owl,basketball,3,junior
281,282,35.69,west coast,evening,0.1,1.0,2,2,night owl,basketball,3,junior
281,282,30.84,west coast,evening,0.0,1.0,2,4,night owl,basketball,3,junior
281,282,38.95,west coast,morning,0.13,0.89,3,2,night owl,basketball,3,junior
281,282,17.98,west coast,noon,0.13,0.68,3,2,night owl,basketball,3,junior
281,282,17.97,west coast,noon,0.24,0.84,5,2,night owl,basketball,3,junior
281,282,23.66,west coast,noon,0.0,1.0,6,2,night owl,basketball,3,junior
281,282,29.73,west coast,noon,0.12,0.87,6,2,night owl,basketball,3,junior
281,282,42.63,west coast,evening,0.0,1.0,7,2,night owl,basketball,3,junior
