,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
745,746,20.64,west coast,evening,0.33,0.28,5,4,night owl,martial arts,3,junior
745,746,0.0,west coast,noon,0.0,0.51,3,4,night owl,martial arts,3,junior
745,746,23.76,west coast,noon,0.0,0.66,5,5,night owl,martial arts,3,junior
745,746,28.11,west coast,noon,0.0,1.0,5,4,night owl,martial arts,3,junior
745,746,40.92,west coast,noon,0.04,1.0,7,6,night owl,martial arts,3,junior
745,746,42.05,west coast,noon,0.04,1.0,8,6,night owl,martial arts,3,junior
745,746,46.3,west coast,noon,0.07,1.0,9,8,night owl,martial arts,3,junior
745,746,36.42,west coast,noon,0.12,0.86,9,7,night owl,martial arts,3,junior
745,746,46.7,west coast,evening,0.02,0.8200000000000001,8,8,night owl,martial arts,3,junior
745,746,50.54,west coast,evening,0.17,0.97,8,7,night owl,martial arts,3,junior
