,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
701,702,51.32,west coast,evening,0.91,0.42,10,9,night owl,football,3,sophomore
701,702,49.22,west coast,morning,0.84,0.21,10,10,night owl,football,3,sophomore
701,702,31.6,west coast,morning,0.66,0.0,9,9,night owl,football,3,junior
701,702,35.27,west coast,noon,0.76,0.0,10,10,night owl,football,3,junior
701,702,47.68,west coast,noon,0.67,0.0,10,10,night owl,football,3,junior
701,702,47.46,west coast,noon,0.63,0.02,10,10,night owl,football,3,junior
701,702,37.49,west coast,noon,0.61,0.05,8,11,night owl,football,3,junior
701,702,17.7,west coast,noon,0.45,0.0,8,11,night owl,football,3,junior
701,702,34.95,west coast,noon,0.52,0.0,8,11,night owl,football,3,junior
701,702,45.8,west coast,evening,0.32,0.0,7,8,night owl,football,3,junior
