,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
511,512,45.48,west coast,morning,0.52,0.23,7,3,night owl,curling,3,junior
511,512,31.91,west coast,noon,0.0,0.21,8,1,night owl,curling,3,junior
511,512,44.05,west coast,noon,0.06,0.4,9,3,night owl,curling,3,junior
511,512,39.58,west coast,noon,0.0,0.74,10,4,night owl,curling,3,junior
511,512,34.84,west coast,noon,0.09,0.78,9,5,night owl,curling,3,junior
511,512,38.25,west coast,noon,0.0,0.7000000000000001,9,4,night owl,curling,3,junior
511,512,16.7,west coast,morning,0.13,0.49,10,4,night owl,curling,3,junior
511,512,42.57,west coast,noon,0.33,0.97,10,3,night owl,curling,3,junior
511,512,28.13,west coast,noon,0.32,0.92,9,1,night owl,curling,3,junior
511,512,22.67,west coast,evening,0.11,0.86,7,1,night owl,curling,3,junior
