,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
177,178,31.9,east coast,evening,0.37,0.77,2,9,night owl,curling,4,senior
177,178,27.48,east coast,noon,0.33,0.68,1,9,night owl,curling,4,senior
177,178,28.88,east coast,noon,0.56,0.6,1,9,night owl,curling,4,senior
177,178,21.45,east coast,noon,0.42,0.65,1,7,night owl,curling,4,senior
177,178,51.93,east coast,noon,0.78,0.89,0,7,night owl,curling,4,senior
177,178,63.93,west coast,morning,0.75,1.0,0,5,night owl,curling,4,senior
177,178,32.09,west coast,noon,0.4,1.0,1,5,night owl,curling,4,senior
177,178,56.99,west coast,noon,0.81,1.0,0,4,night owl,curling,4,senior
177,178,65.76,west coast,noon,0.99,1.0,2,3,night owl,curling,4,senior
177,178,61.21,west coast,noon,1.0,0.93,1,4,night owl,curling,4,senior
