,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
818,819,0.0,west coast,noon,0.19,0.6900000000000001,0,11,night owl,table tennis,5,sophomore
818,819,33.8,west coast,noon,0.21,0.35,1,12,night owl,table tennis,5,sophomore
818,819,5.89,west coast,noon,0.4,0.34,2,12,night owl,table tennis,5,sophomore
818,819,0.0,west coast,noon,0.42,0.38,2,12,night owl,table tennis,5,sophomore
818,819,42.53,west coast,noon,0.3,0.0,1,11,night owl,table tennis,5,sophomore
818,819,0.0,west coast,noon,0.27,0.0,2,9,night owl,table tennis,5,sophomore
818,819,13.01,west coast,morning,0.0,0.0,4,9,night owl,table tennis,5,sophomore
818,819,59.67,west coast,noon,0.0,0.07,3,8,night owl,table tennis,5,sophomore
818,819,19.77,west coast,morning,0.0,0.0,3,8,night owl,table tennis,5,sophomore
818,819,18.95,west coast,noon,0.0,0.02,4,10,night owl,table tennis,5,sophomore
