,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
114,115,20.05,east coast,evening,0.11,0.2,1,5,early bird,baseball,3,junior
114,115,6.17,east coast,noon,0.24,0.14,2,5,early bird,baseball,3,junior
114,115,0.0,east coast,noon,0.4,0.07,3,4,early bird,baseball,3,junior
114,115,25.31,east coast,noon,0.8300000000000001,0.04,3,3,early bird,baseball,3,junior
114,115,27.91,east coast,morning,0.68,0.0,2,2,early bird,baseball,3,junior
114,115,25.4,west coast,noon,0.91,0.06,1,0,early bird,baseball,3,junior
114,115,19.03,west coast,noon,0.65,0.0,1,1,early bird,baseball,3,junior
114,115,23.48,west coast,evening,0.62,0.04,2,2,early bird,baseball,3,junior
114,115,34.910000000000004,west coast,evening,0.5,0.2,2,3,early bird,baseball,3,junior
114,115,14.36,west coast,noon,0.22,0.0,1,4,early bird,baseball,3,junior
