,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
908,909,41.48,west coast,evening,0.89,0.24,8,9,night owl,gymnastics,6,sophomore
908,909,47.71,west coast,evening,0.62,0.55,9,10,night owl,gymnastics,6,sophomore
908,909,47.76,west coast,noon,0.35,1.0,9,10,night owl,gymnastics,6,sophomore
908,909,43.81,west coast,noon,0.38,0.88,10,9,night owl,gymnastics,6,sophomore
908,909,48.55,west coast,noon,0.46,0.86,10,9,night owl,gymnastics,6,sophomore
908,909,60.5,west coast,evening,0.75,0.85,8,8,night owl,gymnastics,6,sophomore
908,909,42.64,west coast,evening,0.81,0.78,7,6,night owl,gymnastics,6,sophomore
908,909,46.33,west coast,noon,0.97,0.24,7,6,night owl,gymnastics,6,sophomore
908,909,26.78,west coast,noon,1.0,0.1,6,7,night owl,gymnastics,6,sophomore
908,909,16.76,west coast,noon,0.98,0.0,7,8,night owl,gymnastics,6,sophomore
