,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
885,886,21.72,west coast,evening,0.33,0.22,6,8,night owl,football,3,sophomore
885,886,12.09,west coast,noon,0.24,0.35,7,8,night owl,football,3,sophomore
885,886,33.15,west coast,noon,0.3,0.68,9,9,night owl,football,3,sophomore
885,886,23.71,west coast,evening,0.09,0.8,7,11,night owl,football,3,sophomore
885,886,34.65,west coast,noon,0.36,0.95,7,9,night owl,football,3,sophomore
885,886,66.04,west coast,noon,0.95,1.0,6,10,night owl,football,3,sophomore
885,886,79.63,west coast,evening,1.0,1.0,6,10,night owl,football,3,sophomore
885,886,63.690000000000005,west coast,noon,0.98,1.0,5,9,night owl,football,3,sophomore
885,886,75.23,west coast,evening,1.0,0.96,6,10,night owl,football,3,sophomore
885,886,44.32,west coast,noon,0.85,0.72,4,10,night owl,football,3,sophomore
